	Pathway	Name	Parent	Category1	Category2	Category3	Category4	Category5	Category6	Category7
1.1.3.43	PWY-7015	ribostamycin biosynthesis	Antibiotic-Biosynthesis	Biosynthesis	Secondary Metabolites Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis	Antibiotic Biosynthesis
2.1.1.108	PWY-4922	6-methoxymellein biosynthesis	COUMARIN-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Phenylpropanoid Derivatives Biosynthesis	Coumarins Biosynthesis	Coumarins Biosynthesis	Coumarins Biosynthesis	Coumarins Biosynthesis
2.1.1.108	PWY-4922	6-methoxymellein biosynthesis	POLYKETIDE-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis
2.1.1.108	PWY-4922	6-methoxymellein biosynthesis	COUMARIN-PHYTOALEXINS	Biosynthesis	Secondary Metabolites Biosynthesis	Phytoalexins Biosynthesis	Coumarin Phytoalexins Biosynthesis	Coumarin Phytoalexins Biosynthesis	Coumarin Phytoalexins Biosynthesis	Coumarin Phytoalexins Biosynthesis
2.3.1.-	PWY-4922	6-methoxymellein biosynthesis	COUMARIN-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Phenylpropanoid Derivatives Biosynthesis	Coumarins Biosynthesis	Coumarins Biosynthesis	Coumarins Biosynthesis	Coumarins Biosynthesis
2.3.1.-	PWY-4922	6-methoxymellein biosynthesis	POLYKETIDE-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis
2.3.1.-	PWY-4922	6-methoxymellein biosynthesis	COUMARIN-PHYTOALEXINS	Biosynthesis	Secondary Metabolites Biosynthesis	Phytoalexins Biosynthesis	Coumarin Phytoalexins Biosynthesis	Coumarin Phytoalexins Biosynthesis	Coumarin Phytoalexins Biosynthesis	Coumarin Phytoalexins Biosynthesis
2.3.1.-	PWY-4922	6-methoxymellein biosynthesis	COUMARIN-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Phenylpropanoid Derivatives Biosynthesis	Coumarins Biosynthesis	Coumarins Biosynthesis	Coumarins Biosynthesis	Coumarins Biosynthesis
2.3.1.-	PWY-4922	6-methoxymellein biosynthesis	POLYKETIDE-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis
2.3.1.-	PWY-4922	6-methoxymellein biosynthesis	COUMARIN-PHYTOALEXINS	Biosynthesis	Secondary Metabolites Biosynthesis	Phytoalexins Biosynthesis	Coumarin Phytoalexins Biosynthesis	Coumarin Phytoalexins Biosynthesis	Coumarin Phytoalexins Biosynthesis	Coumarin Phytoalexins Biosynthesis
2.3.1.80	PWY-7112	4-hydroxy-2-nonenal detoxification	Detoxification							
2.3.1.80	PWY-7112	4-hydroxy-2-nonenal detoxification	Other-Degradation	Degradation/Utilization/Assimilation	Degradation/Utilization/Assimilation - Other	Degradation/Utilization/Assimilation - Other	Degradation/Utilization/Assimilation - Other	Degradation/Utilization/Assimilation - Other	Degradation/Utilization/Assimilation - Other	Degradation/Utilization/Assimilation - Other
2.5.1.18	PWY-7112	4-hydroxy-2-nonenal detoxification	Detoxification							
2.5.1.18	PWY-7112	4-hydroxy-2-nonenal detoxification	Other-Degradation	Degradation/Utilization/Assimilation	Degradation/Utilization/Assimilation - Other	Degradation/Utilization/Assimilation - Other	Degradation/Utilization/Assimilation - Other	Degradation/Utilization/Assimilation - Other	Degradation/Utilization/Assimilation - Other	Degradation/Utilization/Assimilation - Other
3.4.19.9	PWY-7112	4-hydroxy-2-nonenal detoxification	Detoxification							
3.4.19.9	PWY-7112	4-hydroxy-2-nonenal detoxification	Other-Degradation	Degradation/Utilization/Assimilation	Degradation/Utilization/Assimilation - Other	Degradation/Utilization/Assimilation - Other	Degradation/Utilization/Assimilation - Other	Degradation/Utilization/Assimilation - Other	Degradation/Utilization/Assimilation - Other	Degradation/Utilization/Assimilation - Other
3.4.11.2	PWY-7112	4-hydroxy-2-nonenal detoxification	Detoxification							
3.4.11.2	PWY-7112	4-hydroxy-2-nonenal detoxification	Other-Degradation	Degradation/Utilization/Assimilation	Degradation/Utilization/Assimilation - Other	Degradation/Utilization/Assimilation - Other	Degradation/Utilization/Assimilation - Other	Degradation/Utilization/Assimilation - Other	Degradation/Utilization/Assimilation - Other	Degradation/Utilization/Assimilation - Other
1.1.1.-	PWY-7692	bikaverin biosynthesis	POLYKETIDE-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis
2.1.1.-	PWY-7692	bikaverin biosynthesis	POLYKETIDE-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis
1.14.13.-	PWY-7692	bikaverin biosynthesis	POLYKETIDE-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis
2.1.1.-	PWY-7692	bikaverin biosynthesis	POLYKETIDE-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis
1.14.13.-	PWY-7692	bikaverin biosynthesis	POLYKETIDE-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis
2.3.1.-	PWY-7692	bikaverin biosynthesis	POLYKETIDE-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis
2.3.1.-	PWY-7692	bikaverin biosynthesis	POLYKETIDE-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis	Polyketides Biosynthesis
4.2.3.-	PWY-5414	palustric acid biosynthesis	Resin-Acids-Biosynthesis	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Diterpenoids Biosynthesis	Resin Acids Biosynthesis	Resin Acids Biosynthesis	Resin Acids Biosynthesis
1.14.13.-	PWY-5414	palustric acid biosynthesis	Resin-Acids-Biosynthesis	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Diterpenoids Biosynthesis	Resin Acids Biosynthesis	Resin Acids Biosynthesis	Resin Acids Biosynthesis
1.14.13.-	PWY-5414	palustric acid biosynthesis	Resin-Acids-Biosynthesis	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Diterpenoids Biosynthesis	Resin Acids Biosynthesis	Resin Acids Biosynthesis	Resin Acids Biosynthesis
1.14.13.-	PWY-5414	palustric acid biosynthesis	Resin-Acids-Biosynthesis	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Diterpenoids Biosynthesis	Resin Acids Biosynthesis	Resin Acids Biosynthesis	Resin Acids Biosynthesis
5.5.1.12	PWY-5414	palustric acid biosynthesis	Resin-Acids-Biosynthesis	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Diterpenoids Biosynthesis	Resin Acids Biosynthesis	Resin Acids Biosynthesis	Resin Acids Biosynthesis
1.1.1.205	PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation	Polyamine-Biosynthesis	Biosynthesis	Amines and Polyamines Biosynthesis	Amines and Polyamines Biosynthesis	Amines and Polyamines Biosynthesis	Amines and Polyamines Biosynthesis	Amines and Polyamines Biosynthesis	Amines and Polyamines Biosynthesis
1.1.1.205	PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation	Purine-Degradation	Degradation/Utilization/Assimilation	Nucleosides and Nucleotides Degradation	Purine Nucleotides Degradation	Purine Nucleotides Degradation	Purine Nucleotides Degradation	Purine Nucleotides Degradation	Purine Nucleotides Degradation
1.17.1.4	PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation	Polyamine-Biosynthesis	Biosynthesis	Amines and Polyamines Biosynthesis	Amines and Polyamines Biosynthesis	Amines and Polyamines Biosynthesis	Amines and Polyamines Biosynthesis	Amines and Polyamines Biosynthesis	Amines and Polyamines Biosynthesis
1.17.1.4	PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation	Purine-Degradation	Degradation/Utilization/Assimilation	Nucleosides and Nucleotides Degradation	Purine Nucleotides Degradation	Purine Nucleotides Degradation	Purine Nucleotides Degradation	Purine Nucleotides Degradation	Purine Nucleotides Degradation
2.4.2.1	PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation	Polyamine-Biosynthesis	Biosynthesis	Amines and Polyamines Biosynthesis	Amines and Polyamines Biosynthesis	Amines and Polyamines Biosynthesis	Amines and Polyamines Biosynthesis	Amines and Polyamines Biosynthesis	Amines and Polyamines Biosynthesis
2.4.2.1	PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation	Purine-Degradation	Degradation/Utilization/Assimilation	Nucleosides and Nucleotides Degradation	Purine Nucleotides Degradation	Purine Nucleotides Degradation	Purine Nucleotides Degradation	Purine Nucleotides Degradation	Purine Nucleotides Degradation
3.1.3.5	PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation	Polyamine-Biosynthesis	Biosynthesis	Amines and Polyamines Biosynthesis	Amines and Polyamines Biosynthesis	Amines and Polyamines Biosynthesis	Amines and Polyamines Biosynthesis	Amines and Polyamines Biosynthesis	Amines and Polyamines Biosynthesis
3.1.3.5	PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation	Purine-Degradation	Degradation/Utilization/Assimilation	Nucleosides and Nucleotides Degradation	Purine Nucleotides Degradation	Purine Nucleotides Degradation	Purine Nucleotides Degradation	Purine Nucleotides Degradation	Purine Nucleotides Degradation
2.5.1.-	PWY-6936	seleno-amino acid biosynthesis	Other-Amino-Acid-Biosynthesis	Biosynthesis	Amino Acids Biosynthesis	Other Amino Acid Biosynthesis	Other Amino Acid Biosynthesis	Other Amino Acid Biosynthesis	Other Amino Acid Biosynthesis	Other Amino Acid Biosynthesis
2.3.1.30	PWY-6936	seleno-amino acid biosynthesis	Other-Amino-Acid-Biosynthesis	Biosynthesis	Amino Acids Biosynthesis	Other Amino Acid Biosynthesis	Other Amino Acid Biosynthesis	Other Amino Acid Biosynthesis	Other Amino Acid Biosynthesis	Other Amino Acid Biosynthesis
4.4.1.8	PWY-6936	seleno-amino acid biosynthesis	Other-Amino-Acid-Biosynthesis	Biosynthesis	Amino Acids Biosynthesis	Other Amino Acid Biosynthesis	Other Amino Acid Biosynthesis	Other Amino Acid Biosynthesis	Other Amino Acid Biosynthesis	Other Amino Acid Biosynthesis
2.1.1.14	PWY-6936	seleno-amino acid biosynthesis	Other-Amino-Acid-Biosynthesis	Biosynthesis	Amino Acids Biosynthesis	Other Amino Acid Biosynthesis	Other Amino Acid Biosynthesis	Other Amino Acid Biosynthesis	Other Amino Acid Biosynthesis	Other Amino Acid Biosynthesis
2.5.1.47	PWY-6936	seleno-amino acid biosynthesis	Other-Amino-Acid-Biosynthesis	Biosynthesis	Amino Acids Biosynthesis	Other Amino Acid Biosynthesis	Other Amino Acid Biosynthesis	Other Amino Acid Biosynthesis	Other Amino Acid Biosynthesis	Other Amino Acid Biosynthesis
5.5.1.6	PWY-6325	echinatin biosynthesis	FLAVONOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Phenylpropanoid Derivatives Biosynthesis	Flavonoids Biosynthesis	Flavonoids Biosynthesis	Flavonoids Biosynthesis	Flavonoids Biosynthesis
2.1.1.65	PWY-6325	echinatin biosynthesis	FLAVONOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Phenylpropanoid Derivatives Biosynthesis	Flavonoids Biosynthesis	Flavonoids Biosynthesis	Flavonoids Biosynthesis	Flavonoids Biosynthesis
1.14.13.87	PWY-6325	echinatin biosynthesis	FLAVONOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Phenylpropanoid Derivatives Biosynthesis	Flavonoids Biosynthesis	Flavonoids Biosynthesis	Flavonoids Biosynthesis	Flavonoids Biosynthesis
5.4.4.1	PWY-5637	nitrobenzene degradation I	Nitrobenzene-Degradation	Degradation/Utilization/Assimilation	Aromatic Compounds Degradation	Nitroaromatic Compounds Degradation	Nitrobenzene Degradation	Nitrobenzene Degradation	Nitrobenzene Degradation	Nitrobenzene Degradation
1.7.1.-	PWY-5637	nitrobenzene degradation I	Nitrobenzene-Degradation	Degradation/Utilization/Assimilation	Aromatic Compounds Degradation	Nitroaromatic Compounds Degradation	Nitrobenzene Degradation	Nitrobenzene Degradation	Nitrobenzene Degradation	Nitrobenzene Degradation
1.14.13.139	PWY-6949	DIBOA-glucoside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis
4.1.2.8	PWY-6949	DIBOA-glucoside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis
1.14.13.140	PWY-6949	DIBOA-glucoside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis
1.14.13.137	PWY-6949	DIBOA-glucoside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis
1.14.13.138	PWY-6949	DIBOA-glucoside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis
2.4.1.202	PWY-6949	DIBOA-glucoside biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis
5.3.1.-	PWY-7104	dTDP-L-megosamine biosynthesis	dTDP-Sugar-Biosynthesis	Biosynthesis	Carbohydrates Biosynthesis	Sugars Biosynthesis	Sugar Nucleotides Biosynthesis	dTDP-sugar Biosynthesis	dTDP-sugar Biosynthesis	dTDP-sugar Biosynthesis
2.7.7.24	PWY-7104	dTDP-L-megosamine biosynthesis	dTDP-Sugar-Biosynthesis	Biosynthesis	Carbohydrates Biosynthesis	Sugars Biosynthesis	Sugar Nucleotides Biosynthesis	dTDP-sugar Biosynthesis	dTDP-sugar Biosynthesis	dTDP-sugar Biosynthesis
1.1.1.-	PWY-7104	dTDP-L-megosamine biosynthesis	dTDP-Sugar-Biosynthesis	Biosynthesis	Carbohydrates Biosynthesis	Sugars Biosynthesis	Sugar Nucleotides Biosynthesis	dTDP-sugar Biosynthesis	dTDP-sugar Biosynthesis	dTDP-sugar Biosynthesis
2.1.1.-	PWY-7104	dTDP-L-megosamine biosynthesis	dTDP-Sugar-Biosynthesis	Biosynthesis	Carbohydrates Biosynthesis	Sugars Biosynthesis	Sugar Nucleotides Biosynthesis	dTDP-sugar Biosynthesis	dTDP-sugar Biosynthesis	dTDP-sugar Biosynthesis
2.6.1.-	PWY-7104	dTDP-L-megosamine biosynthesis	dTDP-Sugar-Biosynthesis	Biosynthesis	Carbohydrates Biosynthesis	Sugars Biosynthesis	Sugar Nucleotides Biosynthesis	dTDP-sugar Biosynthesis	dTDP-sugar Biosynthesis	dTDP-sugar Biosynthesis
4.2.1.46	PWY-7104	dTDP-L-megosamine biosynthesis	dTDP-Sugar-Biosynthesis	Biosynthesis	Carbohydrates Biosynthesis	Sugars Biosynthesis	Sugar Nucleotides Biosynthesis	dTDP-sugar Biosynthesis	dTDP-sugar Biosynthesis	dTDP-sugar Biosynthesis
3.5.1.6	PWY-6430	thymine degradation	Pyrimidine-Base-Degradation	Degradation/Utilization/Assimilation	Nucleosides and Nucleotides Degradation	Pyrimidine Nucleotides Degradation	Pyrimidine Nucleobases Degradation	Pyrimidine Nucleobases Degradation	Pyrimidine Nucleobases Degradation	Pyrimidine Nucleobases Degradation
3.5.2.2	PWY-6430	thymine degradation	Pyrimidine-Base-Degradation	Degradation/Utilization/Assimilation	Nucleosides and Nucleotides Degradation	Pyrimidine Nucleotides Degradation	Pyrimidine Nucleobases Degradation	Pyrimidine Nucleobases Degradation	Pyrimidine Nucleobases Degradation	Pyrimidine Nucleobases Degradation
1.3.1.2	PWY-6430	thymine degradation	Pyrimidine-Base-Degradation	Degradation/Utilization/Assimilation	Nucleosides and Nucleotides Degradation	Pyrimidine Nucleotides Degradation	Pyrimidine Nucleobases Degradation	Pyrimidine Nucleobases Degradation	Pyrimidine Nucleobases Degradation	Pyrimidine Nucleobases Degradation
3.2.1.31	PWY-7247	&beta;-D-glucuronide and D-glucuronate degradation	D-Glucuronate-Degradation	Degradation/Utilization/Assimilation	Secondary Metabolites Degradation	Sugar Derivatives Degradation	Sugar Acids Degradation	D-Glucuronate Degradation	D-Glucuronate Degradation	D-Glucuronate Degradation
3.2.1.31	PWY-7247	&beta;-D-glucuronide and D-glucuronate degradation	D-Glucuronate-Degradation	Degradation/Utilization/Assimilation	Carboxylates Degradation	Sugar Acids Degradation	D-Glucuronate Degradation	D-Glucuronate Degradation	D-Glucuronate Degradation	D-Glucuronate Degradation
5.3.1.12	PWY-7247	&beta;-D-glucuronide and D-glucuronate degradation	D-Glucuronate-Degradation	Degradation/Utilization/Assimilation	Secondary Metabolites Degradation	Sugar Derivatives Degradation	Sugar Acids Degradation	D-Glucuronate Degradation	D-Glucuronate Degradation	D-Glucuronate Degradation
5.3.1.12	PWY-7247	&beta;-D-glucuronide and D-glucuronate degradation	D-Glucuronate-Degradation	Degradation/Utilization/Assimilation	Carboxylates Degradation	Sugar Acids Degradation	D-Glucuronate Degradation	D-Glucuronate Degradation	D-Glucuronate Degradation	D-Glucuronate Degradation
2.7.7.24	DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	O-Antigen-Biosynthesis	Biosynthesis	Cell Structures Biosynthesis	Lipopolysaccharide Biosynthesis	O-Antigen Biosynthesis	O-Antigen Biosynthesis	O-Antigen Biosynthesis	O-Antigen Biosynthesis
2.7.7.24	DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	dTDP-L-Rhamnose-Biosynthesis	Biosynthesis	Carbohydrates Biosynthesis	Sugars Biosynthesis	Sugar Nucleotides Biosynthesis	dTDP-sugar Biosynthesis		
5.1.3.13	DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	O-Antigen-Biosynthesis	Biosynthesis	Cell Structures Biosynthesis	Lipopolysaccharide Biosynthesis	O-Antigen Biosynthesis	O-Antigen Biosynthesis	O-Antigen Biosynthesis	O-Antigen Biosynthesis
5.1.3.13	DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	dTDP-L-Rhamnose-Biosynthesis	Biosynthesis	Carbohydrates Biosynthesis	Sugars Biosynthesis	Sugar Nucleotides Biosynthesis	dTDP-sugar Biosynthesis		
1.1.1.133	DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	O-Antigen-Biosynthesis	Biosynthesis	Cell Structures Biosynthesis	Lipopolysaccharide Biosynthesis	O-Antigen Biosynthesis	O-Antigen Biosynthesis	O-Antigen Biosynthesis	O-Antigen Biosynthesis
1.1.1.133	DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	dTDP-L-Rhamnose-Biosynthesis	Biosynthesis	Carbohydrates Biosynthesis	Sugars Biosynthesis	Sugar Nucleotides Biosynthesis	dTDP-sugar Biosynthesis		
4.2.1.46	DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	O-Antigen-Biosynthesis	Biosynthesis	Cell Structures Biosynthesis	Lipopolysaccharide Biosynthesis	O-Antigen Biosynthesis	O-Antigen Biosynthesis	O-Antigen Biosynthesis	O-Antigen Biosynthesis
4.2.1.46	DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	dTDP-L-Rhamnose-Biosynthesis	Biosynthesis	Carbohydrates Biosynthesis	Sugars Biosynthesis	Sugar Nucleotides Biosynthesis	dTDP-sugar Biosynthesis		
2.7.7.24	PWY-7657	dTDP-&beta;-L-digitoxose biosynthesis	dTDP-Sugar-Biosynthesis	Biosynthesis	Carbohydrates Biosynthesis	Sugars Biosynthesis	Sugar Nucleotides Biosynthesis	dTDP-sugar Biosynthesis	dTDP-sugar Biosynthesis	dTDP-sugar Biosynthesis
